Ages,Gender,Height,Weight,Activity Level,Dietary Preference,BMI,Obesity Level,Goal
67,Female,182,72,Very Active,Vegetarian,21.74,healthy weight,mainten_weight
27,Female,194,57,Lightly Active,Vegan,15.15,underweight,gain_weight
33,Male,167,86,Very Active,Vegetarian,30.84,obese,loss_weight
65,Male,187,77,Very Active,Vegan,22.02,healthy weight,mainten_weight
29,Male,159,76,Sedentary,Omnivore,30.06,obese,loss_weight
67,Female,161,51,Extremely Active,Omnivore,19.68,healthy weight,mainten_weight
43,Male,171,74,Sedentary,Omnivore,25.31,overweight,loss_weight
49,Male,159,67,Sedentary,Omnivore,26.5,overweight,loss_weight
28,Female,169,51,Very Active,Vegetarian,17.86,underweight,gain_weight
42,Male,156,93,Lightly Active,Omnivore,38.21,obese,loss_weight
50,Female,156,84,Extremely Active,Vegetarian,34.52,obese,loss_weight
36,Female,153,58,Sedentary,Vegetarian,24.78,healthy weight,mainten_weight
24,Male,189,80,Lightly Active,Omnivore,22.4,healthy weight,mainten_weight
53,Male,174,64,Lightly Active,Vegetarian,21.14,healthy weight,mainten_weight
57,Male,196,75,Sedentary,Vegetarian,19.52,healthy weight,mainten_weight
49,Female,197,52,Lightly Active,Vegan,13.4,underweight,gain_weight
31,Male,194,81,Extremely Active,Omnivore,21.52,healthy weight,mainten_weight
37,Male,170,74,Moderately Active,Omnivore,25.61,overweight,loss_weight
28,Female,192,76,Very Active,Vegetarian,20.62,healthy weight,mainten_weight
53,Female,190,50,Very Active,Vegan,13.85,underweight,gain_weight
41,Female,161,90,Sedentary,Vegan,34.72,obese,loss_weight
30,Male,184,94,Lightly Active,Vegetarian,27.76,overweight,loss_weight
62,Female,181,55,Lightly Active,Vegetarian,16.79,underweight,gain_weight
26,Male,191,75,Very Active,Vegan,20.56,healthy weight,mainten_weight
27,Male,163,97,Moderately Active,Omnivore,36.51,obese,loss_weight
33,Female,168,99,Very Active,Omnivore,35.08,obese,loss_weight
55,Female,171,66,Extremely Active,Vegetarian,22.57,healthy weight,mainten_weight
39,Male,185,86,Sedentary,Vegan,25.13,overweight,loss_weight
53,Male,159,73,Very Active,Vegan,28.88,overweight,loss_weight
28,Male,163,69,Sedentary,Omnivore,25.97,overweight,loss_weight
60,Male,151,70,Sedentary,Vegan,30.7,obese,loss_weight
37,Male,181,65,Sedentary,Vegan,19.84,healthy weight,mainten_weight
65,Male,197,75,Sedentary,Omnivore,19.33,healthy weight,mainten_weight
68,Male,174,74,Extremely Active,Vegan,24.44,healthy weight,mainten_weight
55,Male,172,53,Sedentary,Vegan,17.92,underweight,gain_weight
51,Male,159,51,Very Active,Vegan,20.17,healthy weight,mainten_weight
27,Male,171,89,Sedentary,Vegan,30.44,obese,loss_weight
40,Male,174,100,Moderately Active,Omnivore,33.03,obese,loss_weight
37,Male,184,99,Lightly Active,Omnivore,29.24,overweight,loss_weight
42,Male,180,97,Moderately Active,Vegetarian,29.94,overweight,loss_weight
40,Male,191,88,Very Active,Vegan,24.12,healthy weight,mainten_weight
40,Female,193,74,Extremely Active,Omnivore,19.87,healthy weight,mainten_weight
53,Male,180,90,Moderately Active,Vegetarian,27.78,overweight,loss_weight
38,Female,189,75,Lightly Active,Vegetarian,21.0,healthy weight,mainten_weight
22,Male,185,79,Extremely Active,Omnivore,23.08,healthy weight,mainten_weight
57,Female,175,62,Sedentary,Vegan,20.24,healthy weight,mainten_weight
35,Male,190,62,Moderately Active,Omnivore,17.17,underweight,gain_weight
43,Male,174,61,Moderately Active,Vegan,20.15,healthy weight,mainten_weight
64,Female,196,70,Extremely Active,Vegan,18.22,underweight,gain_weight
46,Female,187,92,Moderately Active,Vegetarian,26.31,overweight,loss_weight
40,Female,193,88,Lightly Active,Vegetarian,23.62,healthy weight,mainten_weight
51,Female,175,92,Moderately Active,Vegetarian,30.04,obese,loss_weight
62,Female,162,92,Lightly Active,Vegan,35.06,obese,loss_weight
45,Female,183,91,Moderately Active,Vegan,27.17,overweight,loss_weight
45,Female,173,75,Extremely Active,Vegetarian,25.06,overweight,loss_weight
27,Male,160,66,Moderately Active,Vegetarian,25.78,overweight,loss_weight
64,Female,169,95,Moderately Active,Vegetarian,33.26,obese,loss_weight
34,Male,181,86,Moderately Active,Omnivore,26.25,overweight,loss_weight
42,Male,195,99,Extremely Active,Vegan,26.04,overweight,loss_weight
25,Female,182,52,Moderately Active,Vegetarian,15.7,underweight,gain_weight
24,Male,168,53,Very Active,Omnivore,18.78,healthy weight,mainten_weight
26,Male,186,52,Moderately Active,Omnivore,15.03,underweight,gain_weight
39,Male,200,53,Lightly Active,Vegetarian,13.25,underweight,gain_weight
59,Female,185,91,Moderately Active,Vegan,26.59,overweight,loss_weight
55,Male,183,84,Moderately Active,Vegan,25.08,overweight,loss_weight
66,Male,158,79,Sedentary,Vegetarian,31.65,obese,loss_weight
52,Female,183,56,Lightly Active,Omnivore,16.72,underweight,gain_weight
47,Female,186,71,Very Active,Omnivore,20.52,healthy weight,mainten_weight
40,Male,196,94,Moderately Active,Vegan,24.47,healthy weight,mainten_weight
38,Female,161,82,Very Active,Omnivore,31.63,obese,loss_weight
61,Female,155,89,Extremely Active,Omnivore,37.04,obese,loss_weight
43,Female,200,87,Moderately Active,Omnivore,21.75,healthy weight,mainten_weight
46,Male,173,98,Very Active,Vegetarian,32.74,obese,loss_weight
30,Female,179,84,Very Active,Vegan,26.22,overweight,loss_weight
69,Male,153,74,Moderately Active,Omnivore,31.61,obese,loss_weight
56,Male,182,85,Sedentary,Vegetarian,25.66,overweight,loss_weight
41,Male,176,95,Very Active,Vegetarian,30.67,obese,loss_weight
23,Male,160,57,Very Active,Vegan,22.27,healthy weight,mainten_weight
24,Female,178,69,Moderately Active,Vegetarian,21.78,healthy weight,mainten_weight
66,Female,156,99,Extremely Active,Omnivore,40.68,severely obese,loss_weight
70,Female,159,58,Sedentary,Vegetarian,22.94,healthy weight,mainten_weight
53,Female,171,62,Extremely Active,Vegan,21.2,healthy weight,mainten_weight
26,Female,183,58,Moderately Active,Vegan,17.32,underweight,gain_weight
23,Male,172,100,Very Active,Vegetarian,33.8,obese,loss_weight
56,Female,190,81,Sedentary,Vegan,22.44,healthy weight,mainten_weight
36,Female,200,100,Lightly Active,Omnivore,25.0,overweight,loss_weight
56,Male,176,86,Lightly Active,Vegetarian,27.76,overweight,loss_weight
46,Female,169,85,Extremely Active,Omnivore,29.76,overweight,loss_weight
50,Male,156,69,Moderately Active,Omnivore,28.35,overweight,loss_weight
45,Male,195,80,Lightly Active,Vegan,21.04,healthy weight,mainten_weight
21,Female,174,52,Extremely Active,Vegan,17.18,underweight,gain_weight
64,Female,151,98,Sedentary,Vegetarian,42.98,severely obese,loss_weight
64,Male,166,91,Moderately Active,Vegan,33.02,obese,loss_weight
66,Female,182,85,Extremely Active,Vegetarian,25.66,overweight,loss_weight
22,Female,200,95,Moderately Active,Vegetarian,23.75,healthy weight,mainten_weight
39,Female,164,70,Sedentary,Vegetarian,26.03,overweight,loss_weight
28,Male,165,76,Very Active,Vegan,27.92,overweight,loss_weight
70,Male,170,89,Lightly Active,Vegetarian,30.8,obese,loss_weight
29,Female,173,65,Sedentary,Omnivore,21.72,healthy weight,mainten_weight
55,Male,192,58,Very Active,Vegan,15.73,underweight,gain_weight
44,Female,154,92,Very Active,Vegan,38.79,obese,loss_weight
67,Female,173,73,Extremely Active,Vegetarian,24.39,healthy weight,mainten_weight
29,Female,186,80,Lightly Active,Vegan,23.12,healthy weight,mainten_weight
27,Female,150,91,Extremely Active,Omnivore,40.44,severely obese,loss_weight
58,Male,152,86,Lightly Active,Vegetarian,37.22,obese,loss_weight
62,Female,170,54,Sedentary,Vegan,18.69,healthy weight,mainten_weight
51,Male,155,98,Very Active,Omnivore,40.79,severely obese,loss_weight
64,Male,168,76,Very Active,Vegan,26.93,overweight,loss_weight
49,Male,190,70,Sedentary,Vegetarian,19.39,healthy weight,mainten_weight
57,Male,163,56,Extremely Active,Vegan,21.08,healthy weight,mainten_weight
52,Female,162,55,Very Active,Vegetarian,20.96,healthy weight,mainten_weight
39,Male,178,87,Moderately Active,Omnivore,27.46,overweight,loss_weight
45,Female,164,87,Lightly Active,Vegetarian,32.35,obese,loss_weight
25,Female,162,98,Sedentary,Vegan,37.34,obese,loss_weight
27,Male,153,66,Moderately Active,Vegetarian,28.19,overweight,loss_weight
41,Female,183,72,Extremely Active,Vegetarian,21.5,healthy weight,mainten_weight
53,Female,153,72,Lightly Active,Omnivore,30.76,obese,loss_weight
46,Male,184,94,Sedentary,Omnivore,27.76,overweight,loss_weight
22,Female,177,82,Lightly Active,Vegetarian,26.17,overweight,loss_weight
68,Female,153,58,Extremely Active,Omnivore,24.78,healthy weight,mainten_weight
56,Male,191,59,Very Active,Vegetarian,16.17,underweight,gain_weight
34,Male,199,69,Sedentary,Vegetarian,17.42,underweight,gain_weight
48,Female,166,85,Lightly Active,Omnivore,30.85,obese,loss_weight
48,Female,175,99,Moderately Active,Vegetarian,32.33,obese,loss_weight
60,Female,177,67,Lightly Active,Vegan,21.39,healthy weight,mainten_weight
33,Male,151,58,Moderately Active,Vegetarian,25.44,overweight,loss_weight
48,Female,184,86,Lightly Active,Vegan,25.4,overweight,loss_weight
40,Female,178,66,Lightly Active,Omnivore,20.83,healthy weight,mainten_weight
64,Female,164,68,Extremely Active,Vegetarian,25.28,overweight,loss_weight
68,Male,159,96,Sedentary,Omnivore,37.97,obese,loss_weight
62,Male,168,75,Very Active,Vegetarian,26.57,overweight,loss_weight
47,Male,179,52,Extremely Active,Vegetarian,16.23,underweight,gain_weight
66,Male,177,80,Sedentary,Omnivore,25.54,overweight,loss_weight
70,Male,169,64,Sedentary,Vegetarian,22.41,healthy weight,mainten_weight
55,Male,192,68,Moderately Active,Vegan,18.45,underweight,gain_weight
18,Female,165,54,Extremely Active,Vegetarian,19.83,healthy weight,mainten_weight
40,Male,156,89,Lightly Active,Vegetarian,36.57,obese,loss_weight
44,Male,182,78,Very Active,Omnivore,23.55,healthy weight,mainten_weight
21,Female,176,57,Extremely Active,Omnivore,18.4,underweight,gain_weight
49,Female,186,57,Sedentary,Vegetarian,16.48,underweight,gain_weight
67,Female,196,62,Sedentary,Vegetarian,16.14,underweight,gain_weight
19,Male,185,68,Extremely Active,Vegan,19.87,healthy weight,mainten_weight
27,Female,189,66,Very Active,Vegetarian,18.48,underweight,gain_weight
19,Male,163,100,Lightly Active,Omnivore,37.64,obese,loss_weight
53,Male,189,58,Extremely Active,Vegetarian,16.24,underweight,gain_weight
65,Male,158,84,Extremely Active,Omnivore,33.65,obese,loss_weight
37,Female,152,98,Sedentary,Vegetarian,42.42,severely obese,loss_weight
69,Male,194,62,Extremely Active,Vegetarian,16.47,underweight,gain_weight
43,Male,173,52,Extremely Active,Omnivore,17.37,underweight,gain_weight
62,Female,195,90,Extremely Active,Omnivore,23.67,healthy weight,mainten_weight
19,Female,174,100,Moderately Active,Vegetarian,33.03,obese,loss_weight
47,Female,162,84,Very Active,Vegetarian,32.01,obese,loss_weight
19,Male,166,52,Lightly Active,Vegan,18.87,healthy weight,mainten_weight
52,Male,179,62,Extremely Active,Vegetarian,19.35,healthy weight,mainten_weight
64,Female,182,93,Very Active,Omnivore,28.08,overweight,loss_weight
29,Female,181,85,Extremely Active,Vegan,25.95,overweight,loss_weight
46,Female,175,75,Extremely Active,Omnivore,24.49,healthy weight,mainten_weight
25,Female,160,61,Lightly Active,Vegan,23.83,healthy weight,mainten_weight
28,Female,175,76,Extremely Active,Vegetarian,24.82,healthy weight,mainten_weight
49,Female,198,76,Lightly Active,Omnivore,19.39,healthy weight,mainten_weight
40,Female,183,58,Sedentary,Omnivore,17.32,underweight,gain_weight
69,Female,161,85,Extremely Active,Omnivore,32.79,obese,loss_weight
54,Female,179,57,Moderately Active,Vegan,17.79,underweight,gain_weight
27,Male,185,52,Moderately Active,Omnivore,15.19,underweight,gain_weight
24,Male,198,87,Sedentary,Vegetarian,22.19,healthy weight,mainten_weight
42,Male,154,86,Lightly Active,Vegetarian,36.26,obese,loss_weight
57,Female,167,72,Lightly Active,Vegan,25.82,overweight,loss_weight
60,Male,181,94,Moderately Active,Vegan,28.69,overweight,loss_weight
27,Male,167,62,Sedentary,Omnivore,22.23,healthy weight,mainten_weight
45,Male,193,86,Moderately Active,Vegan,23.09,healthy weight,mainten_weight
37,Male,168,64,Lightly Active,Vegan,22.68,healthy weight,mainten_weight
29,Male,155,69,Lightly Active,Vegan,28.72,overweight,loss_weight
50,Male,193,99,Lightly Active,Vegetarian,26.58,overweight,loss_weight
52,Female,159,76,Moderately Active,Vegan,30.06,obese,loss_weight
61,Female,192,93,Extremely Active,Vegan,25.23,overweight,loss_weight
41,Male,166,66,Very Active,Omnivore,23.95,healthy weight,mainten_weight
40,Male,165,66,Moderately Active,Omnivore,24.24,healthy weight,mainten_weight
37,Female,194,50,Sedentary,Omnivore,13.29,underweight,gain_weight
44,Male,156,78,Moderately Active,Omnivore,32.05,obese,loss_weight
36,Male,165,82,Extremely Active,Vegetarian,30.12,obese,loss_weight
56,Male,184,69,Moderately Active,Vegetarian,20.38,healthy weight,mainten_weight
20,Female,156,96,Lightly Active,Vegetarian,39.45,obese,loss_weight
52,Female,172,54,Sedentary,Vegetarian,18.25,underweight,gain_weight
47,Male,155,80,Very Active,Vegan,33.3,obese,loss_weight
23,Female,181,95,Extremely Active,Vegetarian,29.0,overweight,loss_weight
41,Male,170,90,Extremely Active,Vegan,31.14,obese,loss_weight
65,Male,163,73,Moderately Active,Vegan,27.48,overweight,loss_weight
39,Male,191,86,Moderately Active,Omnivore,23.57,healthy weight,mainten_weight
32,Male,188,81,Sedentary,Vegan,22.92,healthy weight,mainten_weight
29,Female,179,79,Extremely Active,Vegetarian,24.66,healthy weight,mainten_weight
69,Male,199,60,Lightly Active,Vegetarian,15.15,underweight,gain_weight
35,Male,181,56,Extremely Active,Omnivore,17.09,underweight,gain_weight
21,Male,177,60,Moderately Active,Vegan,19.15,healthy weight,mainten_weight
49,Female,151,57,Very Active,Omnivore,25.0,overweight,loss_weight
70,Female,186,83,Sedentary,Vegan,23.99,healthy weight,mainten_weight
63,Female,186,96,Very Active,Omnivore,27.75,overweight,loss_weight
42,Female,151,55,Extremely Active,Vegetarian,24.12,healthy weight,mainten_weight
49,Female,174,63,Lightly Active,Vegetarian,20.81,healthy weight,mainten_weight
64,Female,182,54,Lightly Active,Vegetarian,16.3,underweight,gain_weight
21,Female,183,56,Very Active,Omnivore,16.72,underweight,gain_weight
39,Male,166,67,Moderately Active,Vegan,24.31,healthy weight,mainten_weight
38,Female,150,58,Lightly Active,Vegan,25.78,overweight,loss_weight
69,Female,179,58,Lightly Active,Vegan,18.1,underweight,gain_weight
57,Female,188,59,Very Active,Omnivore,16.69,underweight,gain_weight
43,Female,169,52,Extremely Active,Vegetarian,18.21,underweight,gain_weight
42,Female,187,58,Lightly Active,Vegetarian,16.59,underweight,gain_weight
28,Male,186,83,Lightly Active,Omnivore,23.99,healthy weight,mainten_weight
20,Female,153,96,Very Active,Vegan,41.01,severely obese,loss_weight
41,Female,159,74,Moderately Active,Vegan,29.27,overweight,loss_weight
18,Female,168,75,Extremely Active,Vegetarian,26.57,overweight,loss_weight
66,Female,195,94,Extremely Active,Vegan,24.72,healthy weight,mainten_weight
37,Male,180,51,Lightly Active,Vegan,15.74,underweight,gain_weight
46,Female,169,100,Very Active,Omnivore,35.01,obese,loss_weight
34,Female,163,57,Lightly Active,Vegan,21.45,healthy weight,mainten_weight
56,Female,180,75,Very Active,Omnivore,23.15,healthy weight,mainten_weight
70,Male,196,84,Sedentary,Vegetarian,21.87,healthy weight,mainten_weight
66,Male,158,98,Sedentary,Omnivore,39.26,obese,loss_weight
50,Female,162,78,Sedentary,Omnivore,29.72,overweight,loss_weight
23,Female,193,98,Moderately Active,Vegan,26.31,overweight,loss_weight
33,Female,165,82,Extremely Active,Vegan,30.12,obese,loss_weight
23,Female,193,76,Sedentary,Vegetarian,20.4,healthy weight,mainten_weight
40,Male,152,82,Sedentary,Vegetarian,35.49,obese,loss_weight
20,Male,166,94,Lightly Active,Vegan,34.11,obese,loss_weight
21,Female,170,59,Extremely Active,Omnivore,20.42,healthy weight,mainten_weight
33,Male,173,77,Very Active,Vegetarian,25.73,overweight,loss_weight
41,Male,199,52,Extremely Active,Vegan,13.13,underweight,gain_weight
63,Male,188,100,Moderately Active,Omnivore,28.29,overweight,loss_weight
69,Male,171,99,Extremely Active,Omnivore,33.86,obese,loss_weight
43,Male,169,64,Moderately Active,Vegetarian,22.41,healthy weight,mainten_weight
51,Female,193,100,Very Active,Vegan,26.85,overweight,loss_weight
41,Female,153,56,Moderately Active,Vegan,23.92,healthy weight,mainten_weight
64,Female,182,70,Extremely Active,Vegetarian,21.13,healthy weight,mainten_weight
40,Female,199,58,Sedentary,Vegan,14.65,underweight,gain_weight
67,Male,161,89,Sedentary,Vegan,34.34,obese,loss_weight
21,Male,188,84,Extremely Active,Omnivore,23.77,healthy weight,mainten_weight
52,Female,193,90,Lightly Active,Vegan,24.16,healthy weight,mainten_weight
21,Male,165,72,Moderately Active,Vegan,26.45,overweight,loss_weight
25,Male,153,50,Very Active,Vegan,21.36,healthy weight,mainten_weight
58,Male,151,80,Lightly Active,Vegan,35.09,obese,loss_weight
19,Male,177,67,Moderately Active,Vegetarian,21.39,healthy weight,mainten_weight
32,Male,161,58,Sedentary,Omnivore,22.38,healthy weight,mainten_weight
55,Female,194,65,Very Active,Vegetarian,17.27,underweight,gain_weight
37,Female,198,87,Sedentary,Vegan,22.19,healthy weight,mainten_weight
30,Male,179,78,Extremely Active,Vegetarian,24.34,healthy weight,mainten_weight
52,Male,175,98,Lightly Active,Omnivore,32.0,obese,loss_weight
42,Female,168,58,Extremely Active,Vegan,20.55,healthy weight,mainten_weight
56,Female,157,84,Moderately Active,Omnivore,34.08,obese,loss_weight
24,Male,188,51,Moderately Active,Omnivore,14.43,underweight,gain_weight
18,Female,198,91,Extremely Active,Omnivore,23.21,healthy weight,mainten_weight
19,Male,191,93,Very Active,Vegan,25.49,overweight,loss_weight
47,Female,190,78,Sedentary,Omnivore,21.61,healthy weight,mainten_weight
29,Female,153,88,Extremely Active,Vegetarian,37.59,obese,loss_weight
47,Male,175,90,Extremely Active,Vegan,29.39,overweight,loss_weight
69,Female,162,98,Extremely Active,Omnivore,37.34,obese,loss_weight
69,Male,195,84,Moderately Active,Vegetarian,22.09,healthy weight,mainten_weight
44,Female,152,60,Extremely Active,Vegan,25.97,overweight,loss_weight
56,Female,199,88,Moderately Active,Vegetarian,22.22,healthy weight,mainten_weight
23,Female,151,74,Lightly Active,Vegan,32.45,obese,loss_weight
60,Female,188,82,Extremely Active,Vegetarian,23.2,healthy weight,mainten_weight
60,Male,174,61,Very Active,Vegetarian,20.15,healthy weight,mainten_weight
35,Male,167,91,Moderately Active,Vegetarian,32.63,obese,loss_weight
32,Female,180,94,Extremely Active,Vegan,29.01,overweight,loss_weight
34,Male,197,84,Sedentary,Vegan,21.64,healthy weight,mainten_weight
42,Female,183,82,Sedentary,Omnivore,24.49,healthy weight,mainten_weight
47,Male,168,89,Moderately Active,Vegan,31.53,obese,loss_weight
24,Male,166,80,Sedentary,Vegetarian,29.03,overweight,loss_weight
41,Female,161,66,Moderately Active,Omnivore,25.46,overweight,loss_weight
60,Male,150,57,Lightly Active,Vegetarian,25.33,overweight,loss_weight
47,Female,188,54,Lightly Active,Vegetarian,15.28,underweight,gain_weight
39,Male,181,97,Lightly Active,Vegan,29.61,overweight,loss_weight
37,Female,181,81,Moderately Active,Vegan,24.72,healthy weight,mainten_weight
67,Male,188,72,Lightly Active,Omnivore,20.37,healthy weight,mainten_weight
23,Female,188,56,Sedentary,Vegetarian,15.84,underweight,gain_weight
66,Female,177,85,Lightly Active,Vegetarian,27.13,overweight,loss_weight
38,Female,179,65,Lightly Active,Vegan,20.29,healthy weight,mainten_weight
46,Female,165,67,Moderately Active,Vegetarian,24.61,healthy weight,mainten_weight
51,Male,189,60,Sedentary,Vegetarian,16.8,underweight,gain_weight
52,Male,191,57,Moderately Active,Vegetarian,15.62,underweight,gain_weight
30,Male,175,56,Very Active,Omnivore,18.29,underweight,gain_weight
68,Male,198,79,Lightly Active,Vegetarian,20.15,healthy weight,mainten_weight
57,Male,185,77,Moderately Active,Omnivore,22.5,healthy weight,mainten_weight
30,Male,180,60,Extremely Active,Vegan,18.52,healthy weight,mainten_weight
67,Female,189,59,Sedentary,Omnivore,16.52,underweight,gain_weight
65,Male,156,54,Extremely Active,Vegan,22.19,healthy weight,mainten_weight
33,Male,153,95,Very Active,Vegan,40.58,severely obese,loss_weight
18,Male,183,71,Sedentary,Vegan,21.2,healthy weight,mainten_weight
43,Female,194,94,Moderately Active,Omnivore,24.98,healthy weight,mainten_weight
46,Female,192,97,Very Active,Omnivore,26.31,overweight,loss_weight
24,Female,186,67,Sedentary,Vegan,19.37,healthy weight,mainten_weight
23,Male,179,80,Moderately Active,Vegetarian,24.97,healthy weight,mainten_weight
60,Female,154,89,Lightly Active,Vegan,37.53,obese,loss_weight
18,Male,193,78,Lightly Active,Vegetarian,20.94,healthy weight,mainten_weight
42,Female,174,83,Very Active,Vegetarian,27.41,overweight,loss_weight
43,Female,189,67,Lightly Active,Vegan,18.76,healthy weight,mainten_weight
36,Male,194,90,Lightly Active,Omnivore,23.91,healthy weight,mainten_weight
57,Male,158,55,Sedentary,Omnivore,22.03,healthy weight,mainten_weight
29,Male,164,63,Lightly Active,Vegetarian,23.42,healthy weight,mainten_weight
34,Male,200,63,Sedentary,Omnivore,15.75,underweight,gain_weight
63,Male,181,59,Lightly Active,Vegetarian,18.01,underweight,gain_weight
49,Female,153,54,Sedentary,Omnivore,23.07,healthy weight,mainten_weight
36,Female,183,61,Sedentary,Vegan,18.21,underweight,gain_weight
27,Female,172,68,Lightly Active,Vegan,22.99,healthy weight,mainten_weight
69,Male,181,74,Moderately Active,Omnivore,22.59,healthy weight,mainten_weight
45,Female,195,88,Lightly Active,Vegan,23.14,healthy weight,mainten_weight
65,Female,190,78,Lightly Active,Vegetarian,21.61,healthy weight,mainten_weight
62,Male,200,73,Very Active,Vegetarian,18.25,underweight,gain_weight
66,Male,161,69,Sedentary,Vegetarian,26.62,overweight,loss_weight
36,Female,196,89,Extremely Active,Vegetarian,23.17,healthy weight,mainten_weight
48,Male,173,82,Sedentary,Vegan,27.4,overweight,loss_weight
31,Male,172,67,Sedentary,Vegan,22.65,healthy weight,mainten_weight
58,Female,182,70,Sedentary,Vegan,21.13,healthy weight,mainten_weight
64,Male,171,82,Lightly Active,Omnivore,28.04,overweight,loss_weight
55,Male,186,75,Sedentary,Omnivore,21.68,healthy weight,mainten_weight
55,Male,163,86,Sedentary,Omnivore,32.37,obese,loss_weight
51,Male,165,88,Extremely Active,Vegetarian,32.32,obese,loss_weight
32,Female,163,80,Extremely Active,Omnivore,30.11,obese,loss_weight
34,Male,195,83,Lightly Active,Vegan,21.83,healthy weight,mainten_weight
54,Male,187,85,Moderately Active,Vegan,24.31,healthy weight,mainten_weight
49,Female,170,54,Sedentary,Omnivore,18.69,healthy weight,mainten_weight
29,Male,200,87,Moderately Active,Vegan,21.75,healthy weight,mainten_weight
70,Male,193,68,Lightly Active,Vegan,18.26,underweight,gain_weight
19,Female,189,59,Lightly Active,Vegan,16.52,underweight,gain_weight
31,Male,183,94,Sedentary,Vegan,28.07,overweight,loss_weight
32,Female,156,59,Very Active,Omnivore,24.24,healthy weight,mainten_weight
22,Male,196,58,Moderately Active,Omnivore,15.1,underweight,gain_weight
54,Female,189,50,Lightly Active,Omnivore,14.0,underweight,gain_weight
33,Male,168,62,Sedentary,Omnivore,21.97,healthy weight,mainten_weight
23,Female,187,73,Lightly Active,Omnivore,20.88,healthy weight,mainten_weight
57,Male,200,66,Moderately Active,Vegetarian,16.5,underweight,gain_weight
55,Male,175,87,Very Active,Omnivore,28.41,overweight,loss_weight
19,Male,151,54,Lightly Active,Vegan,23.68,healthy weight,mainten_weight
63,Female,153,55,Extremely Active,Vegan,23.5,healthy weight,mainten_weight
38,Female,193,100,Lightly Active,Vegan,26.85,overweight,loss_weight
25,Male,166,75,Moderately Active,Vegetarian,27.22,overweight,loss_weight
38,Male,151,97,Moderately Active,Vegetarian,42.54,severely obese,loss_weight
45,Male,179,100,Extremely Active,Omnivore,31.21,obese,loss_weight
22,Female,200,60,Moderately Active,Omnivore,15.0,underweight,gain_weight
67,Female,195,68,Sedentary,Vegetarian,17.88,underweight,gain_weight
31,Male,161,84,Extremely Active,Omnivore,32.41,obese,loss_weight
35,Female,157,50,Sedentary,Omnivore,20.28,healthy weight,mainten_weight
40,Female,199,93,Lightly Active,Omnivore,23.48,healthy weight,mainten_weight
61,Female,172,84,Lightly Active,Vegan,28.39,overweight,loss_weight
42,Male,162,59,Moderately Active,Omnivore,22.48,healthy weight,mainten_weight
54,Female,184,75,Very Active,Vegan,22.15,healthy weight,mainten_weight
54,Male,193,54,Lightly Active,Vegan,14.5,underweight,gain_weight
47,Female,169,63,Very Active,Vegan,22.06,healthy weight,mainten_weight
27,Female,175,58,Very Active,Omnivore,18.94,healthy weight,mainten_weight
20,Male,180,63,Lightly Active,Vegan,19.44,healthy weight,mainten_weight
21,Female,160,95,Lightly Active,Omnivore,37.11,obese,loss_weight
32,Female,166,74,Extremely Active,Vegetarian,26.85,overweight,loss_weight
49,Male,172,70,Very Active,Vegetarian,23.66,healthy weight,mainten_weight
64,Male,181,83,Moderately Active,Omnivore,25.34,overweight,loss_weight
38,Female,182,53,Sedentary,Omnivore,16.0,underweight,gain_weight
18,Female,152,56,Moderately Active,Vegetarian,24.24,healthy weight,mainten_weight
56,Female,163,81,Lightly Active,Vegan,30.49,obese,loss_weight
67,Male,167,85,Sedentary,Omnivore,30.48,obese,loss_weight
39,Female,153,51,Extremely Active,Vegan,21.79,healthy weight,mainten_weight
66,Male,178,69,Sedentary,Omnivore,21.78,healthy weight,mainten_weight
24,Male,176,88,Sedentary,Omnivore,28.41,overweight,loss_weight
34,Male,195,50,Extremely Active,Vegan,13.15,underweight,gain_weight
43,Female,158,74,Extremely Active,Vegan,29.64,overweight,loss_weight
21,Female,153,56,Sedentary,Omnivore,23.92,healthy weight,mainten_weight
28,Male,196,94,Extremely Active,Vegan,24.47,healthy weight,mainten_weight
41,Female,180,67,Lightly Active,Omnivore,20.68,healthy weight,mainten_weight
33,Female,165,58,Extremely Active,Omnivore,21.3,healthy weight,mainten_weight
62,Male,198,67,Very Active,Vegan,17.09,underweight,gain_weight
46,Male,196,73,Very Active,Vegan,19.0,healthy weight,mainten_weight
23,Female,176,89,Moderately Active,Vegetarian,28.73,overweight,loss_weight
65,Male,156,67,Moderately Active,Vegan,27.53,overweight,loss_weight
34,Male,191,74,Lightly Active,Vegetarian,20.28,healthy weight,mainten_weight
55,Male,162,92,Moderately Active,Omnivore,35.06,obese,loss_weight
35,Female,164,78,Very Active,Vegan,29.0,overweight,loss_weight
19,Male,162,52,Extremely Active,Omnivore,19.81,healthy weight,mainten_weight
32,Male,194,62,Lightly Active,Omnivore,16.47,underweight,gain_weight
34,Female,188,90,Moderately Active,Vegetarian,25.46,overweight,loss_weight
40,Female,156,68,Extremely Active,Vegan,27.94,overweight,loss_weight
27,Male,159,75,Lightly Active,Omnivore,29.67,overweight,loss_weight
60,Male,154,85,Lightly Active,Omnivore,35.84,obese,loss_weight
25,Male,167,95,Very Active,Omnivore,34.06,obese,loss_weight
21,Female,195,84,Moderately Active,Omnivore,22.09,healthy weight,mainten_weight
52,Female,165,91,Extremely Active,Vegetarian,33.43,obese,loss_weight
46,Male,188,93,Very Active,Omnivore,26.31,overweight,loss_weight
